,budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket,adult,id,imdb_id,original_title,overview,popularity,tagline,title,genres_edited,spoken_languages_edited,production_countries_edited,year_released,budget_norm,runtime_norm,score_norm,votes_norm,popularity_norm
0,9000000,Walt Disney Pictures,USA,Other,Adventure,18564613,Flight of the Navigator,PG,1.08.1986 00:00,90,6.9,Joey Cramer,36636,Mark H. Baker,1986,1,1.062734778,110,FALSE,10122,tt0091059,Flight of the Navigator,"This 1986 Disney adventure tells the story of 12-year-old David who lives with his family in Fort Lauderdale, Fla. When he awakens from being accidentally knocked out in the forest near his home, he finds that eight years have passed. His family is overjoyed to have him back, but just as perplexed as he is by the fact that he hasn't aged. When a NASA scientist discovers a UFO nearby, David gets the chance to unravel the mystery and recover the life he lost.",5.526865,Come along on the greatest adventure of the summer!,Flight of the Navigator,"Family, Science Fiction, Adventure",en,US,1986,-0.8954359848467809,-1.08077750395101,0.7653931642414871,-0.3637946082895273,-0.7067494804722937
1,6000000,Other,USA,Other,Drama,8551228,Blue Velvet,R,23.10.1986 00:00,120,7.8,Isabella Rossellini,146768,David Lynch,1986,1,0.425204667,40,FALSE,793,tt0090756,Blue Velvet,"The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of criminals who have kidnapped her child.",7.882247,It's a strange world.,Blue Velvet,"Crime, Drama, Mystery, Thriller",en,US,1986,-1.0241703993783278,1.057559496769172,1.842641108485853,1.4534366123931617,-0.0481838843368275
2,16000000,Other,Other,Other,Action,5900000,Highlander,R,7.03.1986 00:00,116,7.2,Christopher Lambert,104860,Gregory Widen,1986,0,-0.63125,-60,FALSE,8009,tt0091203,Highlander,He fought his first battle on the Scottish Highlands in 1536. He will fight his greatest battle on the streets of New York City in 1986. His name is Connor MacLeod. He is immortal.,16.870392,There can be only one.,Highlander,"Adventure, Action, Fantasy",en,"GB, US",1986,-0.5950556842731718,0.7724478966731476,1.1244758123229424,0.7619343605828782,2.4649044682433527
3,6000000,Twentieth Century Fox Film Corporation,USA,Other,Comedy,8200000,Lucas,PG-13,28.03.1986 00:00,100,6.8,Corey Haim,12228,David Seltzer,1986,1,0.366666667,40,FALSE,13346,tt0091445,Lucas,"A socially inept fourteen year old experiences heartbreak for the first time when his two best friends -- Cappie, an older-brother figure, and Maggie, the new girl with whom he is in love -- fall for each other.",4.57535,It's about falling in love.  For the first time.,Lucas,"Comedy, Drama, Romance",en,US,1986,-1.0241703993783278,-0.3679985037109493,0.6456989482143346,-0.7665384033211536,-0.97279339318235
4,25000000,Twentieth Century Fox Film Corporation,USA,Other,Action,11100000,Big Trouble in Little China,PG-13,2.07.1986 00:00,99,7.3,Kurt Russell,101678,Gary Goldman,1986,0,-0.556,-60,FALSE,6978,tt0090728,Big Trouble in Little China,"When trucker, Jack Burton agreed to take his friend, Wang Chi to pick up his fiancee at the airport, he never expected to get involved in a supernatural battle between good and evil. Wang's fiancee has emerald green eyes, which make her a perfect target for immortal sorcerer, Lo Pan and his three invincible cronies. Lo Pan must marry a girl with green eyes so he can regain his physical form.",11.109932,Adventure doesn't come any bigger!,Big Trouble in Little China,"Action, Adventure, Comedy, Fantasy","cn, en",US,1986,-0.2088524406785316,-0.4392764037349553,1.2441700283500936,0.7094298228988961,0.8542779227766272
5,15000000,Other,USA,Other,Crime,8620929,Manhunter,R,15.08.1986 00:00,120,7.2,William Petersen,54000,Thomas Harris,1986,0,-0.4252714,-40,FALSE,11454,tt0091474,Manhunter,"FBI Agent Will Graham, who retired after catching Hannibal Lecktor, returns to duty to engage in a risky cat-and-mouse game with Lecktor to capture a new killer.",0.338943,Enter the mind of a serial killer… you may never come back,Manhunter,"Crime, Horror, Thriller",en,US,1986,-0.6379671557836875,1.057559496769172,1.1244758123229424,-0.07728021723212157,-2.1572942093673517
6,10000000,Other,USA,Other,Action,7433663,Maximum Overdrive,R,25.07.1986 00:00,98,5.4,Emilio Estevez,24881,Stephen King,1986,0,-0.2566337,-30,FALSE,9980,tt0091499,Maximum Overdrive,"When a comet passes close to the earth, machines all over the world come alive and go on homicidal rampages. A group of people at a desolate truck stop are held hostage by a gang of homicidal 18-wheelers. The frightened people set out to defeat the killer machines ... or be killed by them.",6.614078,Stephen King's masterpiece of terror directed by the master himself.,Maximum Overdrive,"Action, Drama, Horror, Science Fiction",en,US,1986,-0.8525245133362653,-0.5105543037589614,-1.0300200761657903,-0.5577577888285624,-0.40276436151017675
7,25000000,Other,USA,Other,Comedy,38747385,Little Shop of Horrors,PG-13,19.12.1986 00:00,94,6.9,Rick Moranis,53327,Howard Ashman,1986,1,0.5498954,50,FALSE,10776,tt0091419,Little Shop of Horrors,"Seymour Krelborn is a nerdy orphan working at Mushnik's, a flower shop in urban Skid Row. He harbors a crush on fellow co-worker Audrey Fulquard, and is berated by Mr. Mushnik daily. One day as Seymour is seeking a new mysterious plant, he finds a very mysterious unidentified plant which he calls Audrey II. The plant seems to have a craving for blood and soon begins to sing for his supper.",7.409179,Don't feed the plants.,Little Shop of Horrors,"Horror, Comedy, Music",en,US,1986,-0.2088524406785316,-0.7956659038549856,0.7653931642414871,-0.0883850424556665,-0.18045385559100727
8,2700000,Other,USA,Other,Action,3500000,The Wraith,PG-13,21.11.1986 00:00,93,5.9,Charlie Sheen,11635,Mike Marvin,1986,1,0.296296296,30,FALSE,10017,tt0092240,The Wraith,"Packard Walsh and his motorized gang control and terrorize an Arizona desert town where they force drivers to drag-race so they can 'win' their vehicles. After Walsh beats the decent teenager Jamie Hankins to death after finding him with his girlfriend, a mysterious power creates Jake Kesey, an extremely cool motor-biker who has a car which is invincible. Jake befriends Jamie's girlfriend Keri Johnson, takes Jamie's sweet brother Bill under his wing and manages what Sheriff Loomis couldn't; eliminate Packard's criminal gang the hard way...",7.657918,He's not from around here...,The Wraith,"Romance, Science Fiction, Horror, Action, Crime",en,"US, CA",1986,-1.1657782553630291,-0.8669438038789916,-0.4315489960300312,-0.776323189885139,-0.11090634787585132
9,35000000,Universal Pictures,USA,Other,Action,16295774,Howard the Duck,PG,1.08.1986 00:00,110,4.6,Lea Thompson,36020,Steve Gerber,1986,0,-0.534406457,-50,FALSE,10658,tt0091225,Howard the Duck,A scientific experiment unknowingly brings extraterrestrial life forms to the Earth through a laser beam. First is the cigar smoking drake Howard from the duck's planet. A few kids try to keep him from the greedy scientists and help him back to his planet. But then a much less friendly being arrives through the beam...,10.722672,You will believe that a duck can talk.,Howard the Duck,"Comedy, Fantasy, Science Fiction","en, pt",US,1986,0.22026227442662424,0.3447804965291113,-1.9875738043830058,-0.3739589059681361,0.7459998970638462
10,4700000,Other,USA,Other,Comedy,8025872,The Texas Chainsaw Massacre 2,UNRATED,22.08.1986 00:00,89,5.6,Dennis Hopper,21253,L.M. Kit Carson,1986,1,0.70763234,70,FALSE,16337,tt0092076,The Texas Chainsaw Massacre 2,A radio host is victimized by the cannibal family as a former Texas Marshall hunts them.,9.501011,After a decade of silence... The buzzz is back!,The Texas Chainsaw Massacre 2,Horror,en,US,1986,-1.0799553123419978,-1.152055403975016,-0.7906316441114876,-0.6176215420395891,0.40442307226835683
11,15000000,Other,USA,Clint Eastwood,Action,42724017,Heartbreak Ridge,R,5.12.1986 00:00,130,6.8,Clint Eastwood,32954,James Carabatsos,1986,1,1.8482678,180,FALSE,10015,tt0091187,Heartbreak Ridge,"A hard-nosed, hard-living Marine gunnery sergeant clashes with his superiors and his ex-wife as he takes command of a spoiled recon platoon with a bad attitude.",7.390012,...the scars run deep.,Heartbreak Ridge,"Action, Comedy, Drama, War","es, en",US,1986,-0.6379671557836875,1.7703384970092324,0.6456989482143346,-0.4245493875957568,-0.1858129552109962
12,25000000,Paramount Pictures,USA,Other,Adventure,109713132,Star Trek IV: The Voyage Home,PG,26.11.1986 00:00,119,7.3,William Shatner,66366,Gene Roddenberry,1986,1,3.38852528,340,FALSE,168,tt0092007,Star Trek IV: The Voyage Home,"Fugitives of the Federation for their daring rescue of Spock from the doomed Genesis Planet, Admiral Kirk (William Shatner) and his crew begin their journey home to face justice for their actions. But as they near Earth, they find it at the mercy of a mysterious alien presence whose signals are slowly destroying the planet. In a desperate attempt to answer the call of the probe, Kirk and his crew race back to the late twentieth century. However they soon find the world they once knew to be more alien than anything they've encountered in the far reaches of the galaxy!",12.596956,The key to saving the future can only be found in the past.,Star Trek IV: The Voyage Home,"Science Fiction, Adventure","en, fi",US,1986,-0.2088524406785316,0.9862815967451658,1.2441700283500936,0.12676475856929972,1.2700503312554834
13,25000000,Paramount Pictures,USA,Other,Action,79817937,The Golden Child,PG-13,12.12.1986 00:00,94,5.9,Eddie Murphy,42997,Dennis Feldman,1986,1,2.19271748,220,FALSE,10136,tt0091129,The Golden Child,"A detective specializing in missing children is on a madcap mission to save a youth with mystical powers who's been abducted by an evil cult. He battles a band of super-nasties, scrambles through a booby-trapped chamber of horrors and traverses Tibet to obtain a sacred dagger.",8.236472,Eddie Murphy is the chosen one.,The Golden Child,"Action, Adventure, Comedy","cs, en, it",US,1986,-0.2088524406785316,-0.7956659038549856,-0.4315489960300312,-0.2588350343712966,0.05085754431087604
14,1900000,Other,USA,Other,Crime,4600000,River's Edge,R,8.05.1987 00:00,99,7.1,Crispin Glover,12862,Neal Jimenez,1986,1,1.421052632,140,FALSE,21309,tt0091860,River's Edge,"A group of high school friends discover that they are in the presence of a killer. One of them, Samson, has murdered his girlfriend Jamie. He brags to his friends about killing her, and when they discover he is telling the truth, their reactions vary.",4.482439,The most controversial film you will see this year.,River's Edge,"Crime, Drama",en,US,1987,-1.2001074325714416,-0.4392764037349553,1.0047815962957898,-0.756077096944144,-0.9987713399028999
15,25000000,Other,USA,Other,Comedy,39246734,¡Three Amigos!,PG,12.12.1986 00:00,104,6.4,Steve Martin,57406,Steve Martin,1986,1,0.56986936,60,FALSE,8388,tt0092086,¡Three Amigos!,"Three unemployed actors accept an invitation to a Mexican village to replay their bandit fighter roles, unaware that it is the real thing.",6.377624,"They're Down On Their Luck And Up To Their Necks In Senoritas, Margaritas, Banditos And Bullets!",¡Three Amigos!,"Comedy, Western","en, de, es",US,1986,-0.2088524406785316,-0.08288690361492503,0.1669220841057279,-0.02107957130137267,-0.4688769791104707
16,13800000,Touchstone Pictures,USA,Martin Scorsese,Drama,52293982,The Color of Money,R,17.10.1986 00:00,119,7.0,Paul Newman,62495,Walter Tevis,1986,1,2.789418986,280,FALSE,11873,tt0090863,The Color of Money,"Former pool hustler ""Fast Eddie"" Felson decides he wants to return to the game by taking a pupil. He meets talented but green Vincent Lauria and proposes a partnership. As they tour pool halls, Eddie teaches Vincent the tricks of scamming, but he eventually grows frustrated with Vincent's showboat antics, leading to an argument and a falling-out. Eddie takes up playing again and soon crosses paths with Vincent as an opponent.",11.613655,The Hustler isn't what he used to be. But he has the next best thing. A kid who is.,The Color of Money,Drama,"en, es",US,1986,-0.6894609215963061,0.9862815967451658,0.8850873802686384,0.06289138792986079,0.9951190422987025
17,10000000,Other,USA,Other,Comedy,37499651,The Money Pit,PG,26.03.1986 00:00,91,6.3,Tom Hanks,41278,David Giler,1986,1,2.7499651,270,FALSE,10466,tt0091541,The Money Pit,"After being evicted from their Manhattan apartment, a couple buys what looks like the home of their dreams – only to find themselves saddled with a bank-account-draining nightmare. Struggling to keep their relationship together as their rambling mansion falls to pieces around them, the two watch in hilarious horror as everything – including the kitchen sink – disappears into the 'Money Pit'.",7.054864,For everyone who's ever been deeply in Love or deeply in debt.,The Money Pit,"Comedy, Romance",en,US,1986,-0.8525245133362653,-1.0094996039270039,0.04722786807857544,-0.287199365068583,-0.27952044826885636
18,25000000,Other,USA,Other,Adventure,14302779,The Mosquito Coast,PG,26.11.1986 00:00,117,6.6,Harrison Ford,23076,Paul Theroux,1986,0,-0.42788884,-40,FALSE,11120,tt0091557,The Mosquito Coast,"Allie Fox, an American inventor exhausted by the perceived danger and degradation of modern society, decides to escape with his wife and children to Belize. In the jungle, he tries with mad determination to create a utopian community with disastrous results.",6.224859,He went too far.,The Mosquito Coast,"Adventure, Drama",en,US,1986,-0.2088524406785316,0.8437257966971538,0.4063105161600307,-0.5875411610848753,-0.5115901242791245
19,4500000,Other,USA,Other,Horror,1261000,From Beyond,R,24.10.1986 00:00,86,6.7,Jeffrey Combs,16636,H.P. Lovecraft,1986,0,-0.719777778,-70,FALSE,14510,tt0091083,From Beyond,"A group of scientists have developed the Resonator, a machine which allows whoever is within range to see beyond normal perceptible reality. But when the experiment succeeds, they are immediately attacked by terrible life forms.",7.522655,Humans are such easy prey.,From Beyond,"Horror, Science Fiction, Fantasy",en,US,1986,-1.088537606644101,-1.365889104047034,0.5260047321871831,-0.6938042731794211,-0.14872592798220818
20,18000000,TriStar Pictures,USA,Other,Comedy,41382841,Peggy Sue Got Married,PG-13,10.10.1986 00:00,103,6.3,Kathleen Turner,28529,Jerry Leichtling,1986,1,1.299046722,130,FALSE,10013,tt0091738,Peggy Sue Got Married,"Peggy Sue faints at a Highschool reunion. When she wakes up she finds herself in her own past, just before she finished school.",7.471655,"Knowing what you know now, what would you do differently?",Peggy Sue Got Married,"Comedy, Drama, Fantasy, Romance",en,US,1986,-0.5092327412521407,-0.1541648036389311,0.04722786807857544,-0.49756402595264576,-0.16298554506466398
21,19000000,Other,USA,Other,Horror,40996665,Poltergeist II: The Other Side,PG-13,23.05.1986 00:00,91,5.7,JoBeth Williams,20669,Mark Victor,1986,1,1.157719211,120,FALSE,11133,tt0091778,Poltergeist II: The Other Side,"The Freeling family move in with Diane's mother in an effort to escape the trauma and aftermath of Carol Anne's abduction by the Beast. But the Beast is not to be put off so easily and appears in a ghostly apparition as the Reverend Kane, a religeous zealot responsible for the deaths of his many followers. His goal is simple - he wants the angelic Carol Anne.",6.701138,They're back.,Poltergeist II: The Other Side,"Horror, Thriller",en,US,1986,-0.4663212697416251,-1.0094996039270039,-0.6709374280843351,-0.627257824254374,-0.3784223563494199
22,18000000,Other,USA,Other,Adventure,9697739,SpaceCamp,PG,6.06.1986 00:00,107,5.6,Kate Capshaw,11484,Clifford Green,1986,0,-0.461236722,-50,FALSE,13766,tt0091993,SpaceCamp,"Andie Bergstrom, an astronaut eagerly awaiting her first trip to space, runs a summer camp for teenagers with her NASA-employed husband, Zach. One night during an engine test, Andie and four teenage campers are accidentally shot into space. Together, the group -- which includes Kathryn, a pilot-in-training, and Tish, a ditz with a perfect memory -- must work together to operate the spacecraft and return home.",6.41742,The stars belong to a new generation.,SpaceCamp,"Family, Adventure",en,US,1986,-0.5092327412521407,0.13094679645709315,-0.7906316441114876,-0.7788147628550577,-0.4577500041807961
23,14000000,Walt Disney Pictures,USA,Other,Animation,38600000,The Great Mouse Detective,G,2.07.1986 00:00,74,7.2,Vincent Price,36539,Peter Young,1986,1,1.757142857,180,FALSE,9994,tt0091149,The Great Mouse Detective,"When the diabolical Professor Ratigan kidnaps London's master toymaker, the brilliant master of disguise Basil of Baker Street and his trusted sidekick Dawson try to elude the ultimate trap and foil the perfect crime.",11.183924,London's crime-fighting ace on his most baffling case!,The Great Mouse Detective,"Comedy, Animation, Family",en,US,1986,-0.680878627294203,-2.221223904335107,1.1244758123229424,-0.3653951551642433,0.8749661107602555
24,6000000,Other,USA,Other,Animation,5849647,The Transformers: The Movie,PG,8.08.1986 00:00,84,7.3,Orson Welles,33609,Ron Friedman,1986,0,-0.025058833,0,FALSE,1857,tt0092106,The Transformers: The Movie,"The Autobots must stop a colossal planet-consuming robot who goes after the Autobot Matrix of Leadership. At the same time, they must defend themselves against an all-out attack from the Decepticons.",6.759181,Beyond good. Beyond evil. Beyond your wildest imagination.,The Transformers: The Movie,Animation,"en, ja",US,1986,-1.0241703993783278,-1.5084449040950463,1.2441700283500936,-0.41374157107061277,-0.3621935141079106
25,5000000,TriStar Pictures,USA,Other,Comedy,591366,Night of the Creeps,R,22.08.1986 00:00,88,6.8,Jason Lively,16077,Fred Dekker,1986,0,-0.8817268,-90,FALSE,15762,tt0091630,Night of the Creeps,"In 1959, an alien experiment crashes to earth and infects a fraternity member. They freeze the body, but in the modern day, two geeks pledging a fraternity accidentally thaw the corpse, which proceeds to infect the campus with parasites that transform their hosts into killer zombies.",5.460546,The good news is your date is here.  The bad news is.. he's dead.,Night of the Creeps,"Comedy, Horror, Science Fiction",en,US,1986,-1.0670818708888432,-1.223333303999022,0.6456989482143346,-0.7030280433130937,-0.7252922950858501
26,6500000,Other,USA,Other,Crime,2347000,At Close Range,R,18.04.1986 00:00,111,7.0,Sean Penn,11607,Elliott Lewitt,1986,0,-0.638923077,-60,FALSE,13715,tt0090670,At Close Range,"Based upon the true story of Bruce Johnston Sr., his son, and his brothers; together, they constituted one of suburban Philadelphia's most notorious crime families during the 1970's. Their criminal activities ranged from burglary, theft... and ultimately, murder.",10.092348,Like father. Like son. Like hell.,At Close Range,"Crime, Drama",en,US,1986,-1.00271466362307,0.4160583965531174,0.8850873802686384,-0.7767852034159849,0.5697610955367514
27,15000000,Warner Bros.,USA,Other,Adventure,1953732,The Clan of the Cave Bear,R,17.01.1986 00:00,98,5.3,Daryl Hannah,5340,Jean M. Auel,1986,0,-0.8697512,-90,FALSE,13853,tt0090848,The Clan of the Cave Bear,"Natural changes have the clans moving. Iza, medicine woman of the ""Clan of the Cave Bear"" finds little Ayla from the ""others""' clan - tradition would have the clan kill Ayla immediately, but Iza insists on keeping her. When the little one finds a most needed new cave, she's allowed to stay - and thrive.",10.750748,"At The Dawn Of Mankind, A Woman Led The Way.",The Clan of the Cave Bear,"Adventure, Drama",en,US,1986,-0.6379671557836875,-0.5105543037589614,-1.1497142921929429,-0.880193731909233,0.7538499560679056
28,12000000,Other,USA,Other,Action,17768900,The Delta Force,R,14.02.1986 00:00,125,5.6,Chuck Norris,15819,James Bruner,1986,1,0.480741667,50,FALSE,16113,tt0090927,The Delta Force,A 707 aircraft jetliner on its way from Athens to Rome and then to New York City is hijacked by Lebanese terrorists. The terrorists demand that the pilot take them to Beirut. What the terrorists don't realize is that an elite team of commandoes led by Major McCoy (Norris) and by Colonel Alexander (Marvin) has been called into service to eliminate all terrorists on the jetliner.,7.224683,They don't negotiate with terrorists... they blow them away!,The Delta Force,"Action, Thriller","ar, en, el, he","IL, US",1986,-0.7667015703152341,1.4139489968892023,-0.7906316441114876,-0.7072851679901733,-0.23203899898796332
