budget,gross,name,released,runtime,score,votes,year,isprofit,profitability_ratio,profitability_ratio_bucket
2000000,21665500,Como agua para chocolate,28.05.1993 00:00,105,7.2,14517,1992,1,9.83275,980
7000,2040920,El Mariachi,26.02.1993 00:00,81,6.9,55226,1992,1,290.56,29060
16000000,13086430,American Me,13.03.1992 00:00,125,7.2,6417,1992,0,-0.182098125,-20
30000000,14110600,Cool World,10.07.1992 00:00,102,4.8,17780,1992,0,-0.529646667,-50
40000000,58662452,Honey I Blew Up the Kid,17.07.1992 00:00,89,4.7,34421,1992,1,0.4665613,50
4000000,5289772,Orlando,9.06.1993 00:00,94,7.2,10849,1992,1,0.322443,30
35000000,4651977,Radio Flyer,21.02.1992 00:00,114,6.9,10947,1992,0,-0.867086371,-90
8000000,6739141,Fortress,3.09.1993 00:00,95,5.9,24573,1992,0,-0.157607375,-20
14000000,2034470,Mom and Dad Save the World,24.07.1992 00:00,88,5.3,3656,1992,0,-0.854680714,-90
12000000,21370057,Raising Cain,7.08.1992 00:00,91,6,10992,1992,1,0.780838083,80
3500000,3560469,The Tom and Jerry Movie,30.07.1993 00:00,84,5.3,7519,1992,1,0.017276857,0
40000000,45500797,Medicine Man,7.02.1992 00:00,106,6,18461,1992,1,0.137519925,10
30000000,7286388,Lorenzo's Oil,29.01.1993 00:00,129,7.2,17514,1992,0,-0.7571204,-80
7000000,5430822,Split Second,1.05.1992 00:00,90,6.2,9103,1992,0,-0.224168286,-20
18000000,21591728,Consenting Adults,16.10.1992 00:00,99,5.7,5783,1992,1,0.199540444,20
10000000,14356479,Rapid Fire,21.08.1992 00:00,95,6.3,6784,1992,1,0.4356479,40
12000000,2280148,Noises Off...,20.03.1992 00:00,101,7.5,8745,1992,0,-0.809987667,-80
42000000,19507345,Hero,2.10.1992 00:00,119,6.5,18627,1992,0,-0.535539405,-50
27000000,14683921,City of Joy,17.04.1992 00:00,132,6.4,4193,1992,0,-0.456151074,-50
900000,16270600,Supercop,26.07.1996 00:00,95,6.9,16056,1992,1,17.07844444,1710
15000000,22660758,Thunderheart,3.04.1992 00:00,119,6.8,12056,1992,1,0.5107172,50
25000000,35208854,Honeymoon in Vegas,28.08.1992 00:00,96,5.8,15079,1992,1,0.40835416,40
12000000,27281507,The Muppet Christmas Carol,11.12.1992 00:00,85,7.7,37054,1992,1,1.273458917,130
900000,6980986,Children of the Corn II: The Final Sacrifice,29.01.1993 00:00,92,4.2,6311,1992,1,6.756651111,680
45000000,28411210,Stop! Or My Mom Will Shoot,21.02.1992 00:00,87,4.1,33574,1992,0,-0.368639778,-40
5000000,4058564,Peter's Friends,25.12.1992 00:00,101,7,9009,1992,0,-0.1882872,-20
14000000,13747138,Trespass,25.12.1992 00:00,101,6.2,8433,1992,0,-0.018061571,0
20000000,10555619,Husbands and Wives,18.09.1992 00:00,103,7.6,23108,1992,0,-0.47221905,-50
20000000,11390479,Jennifer 8,6.11.1992 00:00,124,6.2,12992,1992,0,-0.43047605,-40
40000000,14358033,Memoirs of an Invisible Man,28.02.1992 00:00,99,5.9,18652,1992,0,-0.641049175,-60
15000000,40227000,Mo' Money,24.07.1992 00:00,89,5.4,5876,1992,1,1.6818,170
7500000,13272113,Class Act,5.06.1992 00:00,98,6,4351,1992,1,0.769615067,80
4000000,1373196,South Central,18.09.1992 00:00,99,6.8,3841,1992,0,-0.656701,-70
32000000,28590665,Final Analysis,7.02.1992 00:00,124,5.8,11503,1992,0,-0.106541719,-10
15500000,6742168,The Mambo Kings,28.02.1992 00:00,104,6.4,4469,1992,0,-0.565021419,-60
30000000,17129000,Freejack,17.01.1992 00:00,110,5.3,12883,1992,0,-0.429033333,-40
50000000,46666502,The Distinguished Gentleman,4.12.1992 00:00,112,5.9,13167,1992,0,-0.06666996,-10
40000000,8251071,Christopher Columbus: The Discovery,21.08.1992 00:00,120,4.4,2418,1992,0,-0.793723225,-80
10000000,8332431,Twin Dragons,9.04.1999 00:00,104,6.4,9292,1992,0,-0.1667569,-20
17000000,4836637,Diggstown,14.08.1992 00:00,98,7,6006,1992,0,-0.715491941,-70
5000000,1526697,A Midnight Clear,24.04.1992 00:00,108,7.2,7365,1992,0,-0.6946606,-70
29000000,5519569,Wind,11.09.1992 00:00,126,6.5,2123,1992,0,-0.809670034,-80
18000000,1949148,Love Field,12.02.1993 00:00,105,6.7,3099,1992,0,-0.891714,-90
40000000,20883046,Mr. Baseball,2.10.1992 00:00,108,5.9,8610,1992,0,-0.47792385,-50
20000000,6202756,Night and the City,23.10.1992 00:00,105,5.8,3900,1992,0,-0.6898622,-70
10000000,1034287,Waterland,30.10.1992 00:00,95,6.7,1855,1992,0,-0.8965713,-90
5000000,1050861,Light Sleeper,13.03.1992 00:00,103,6.9,3999,1992,0,-0.7898278,-80
43000000,13351357,Mr. Saturday Night,25.09.1992 00:00,119,5.8,3990,1992,0,-0.689503326,-70
30000000,4096030,Man Trouble,17.07.1992 00:00,100,4.6,2557,1992,0,-0.863465667,-90
10000000,384048,American Heart,7.05.1993 00:00,113,6.8,2634,1992,0,-0.9615952,-100
2700000,1723319,The Waterdance,13.05.1992 00:00,106,6.9,2369,1992,0,-0.361733704,-40
3330000,5414619,Passion Fish,11.12.1992 00:00,135,7.5,4448,1992,1,0.626011712,60
18000000,6375979,Article 99,13.03.1992 00:00,100,6.1,2585,1992,0,-0.645778944,-60
3000000,141554,Simple Men,6.11.1992 00:00,105,7.2,3563,1992,0,-0.952815333,-100
800000,114516,Guncrazy,9.09.1993 00:00,97,5.6,1768,1992,0,-0.856855,-90
18000000,11124511,Whispers in the Dark,7.08.1992 00:00,103,5.6,1674,1992,0,-0.381971611,-40
400000,152322,Pushing Hands,20.01.1996 00:00,105,7.3,2826,1992,0,-0.619195,-60
3000000,690966,The Opposite Sex and How to Live with Them,26.03.1993 00:00,100,4.9,540,1992,0,-0.769678,-80
18000000,2149735,Rich in Love,5.03.1993 00:00,100,6.3,689,1992,0,-0.880570278,-90
22769,692585,The Living End,21.08.1992 00:00,81,6.5,2140,1992,1,29.41789275,2940
24000000,608866,Ruby Cairo,29.10.1993 00:00,100,5,1886,1992,0,-0.974630583,-100
13000000,3721911,The Gun in Betty Lou's Handbag,21.08.1992 00:00,89,5,1430,1992,0,-0.713699154,-70
16000000,17957265,Used People,22.01.1993 00:00,100,6,1225,1992,1,0.122329063,10
130000,799674,Claire of the Moon,21.10.1993 00:00,107,4.9,843,1992,1,5.151338462,520
250000,340147,Swoon,25.09.1992 00:00,93,6.8,1365,1992,1,0.360588,40
38000,117480,Laws of Gravity,20.08.1993 00:00,100,7,769,1992,1,2.091578947,210
28000000,39514713,Hocus Pocus,16.07.1993 00:00,96,6.7,67192,1993,1,0.41123975,40
25000000,56505065,Tombstone,25.12.1993 00:00,130,7.8,103911,1993,1,1.2602026,130
22000000,96067179,Schindler's List,4.02.1994 00:00,195,8.9,956124,1993,1,3.366689955,340
63000000,402453882,Jurassic Park,11.06.1993 00:00,127,8.1,685270,1993,1,5.388156857,540
18000000,75082668,The Nightmare Before Christmas,29.10.1993 00:00,76,8,242487,1993,1,3.171259333,320
6900000,7993039,Dazed and Confused,10.02.1994 00:00,102,7.7,133831,1993,1,0.158411449,20
25000000,40903593,Un día de furia,26.02.1993 00:00,113,7.6,143906,1993,1,0.63614372,60
42000000,158348367,The Firm,30.06.1993 00:00,154,6.8,95562,1993,1,2.770199214,280
13000000,12281500,True Romance,10.09.1993 00:00,120,8,174471,1993,0,-0.055269231,-10
75000000,48919043,Addams Family Values,19.11.1993 00:00,94,6.6,62350,1993,0,-0.347746093,-30
22000000,17266971,A Bronx Tale,1.10.1993 00:00,121,7.8,106183,1993,0,-0.215137682,-20
11000000,9170214,What's Eating Gilbert Grape,4.03.1994 00:00,118,7.8,183569,1993,0,-0.166344182,-20
14600000,70906973,Groundhog Day,12.02.1993 00:00,101,8,483649,1993,1,3.856641986,390
20000000,35739755,Robin Hood: Men in Tights,28.07.1993 00:00,104,6.7,97973,1993,1,0.78698775,80
25000000,219200000,Mrs. Doubtfire,24.11.1993 00:00,125,6.9,198772,1993,1,7.768,780
21000000,126533006,Sleepless in Seattle,25.06.1993 00:00,105,6.8,132264,1993,1,5.025381238,500
85000000,50016394,Last Action Hero,18.06.1993 00:00,130,6.3,114476,1993,0,-0.411571835,-40
35000000,4496583,"Blood In, Blood Out",30.04.1993 00:00,180,8,24686,1993,0,-0.8715262,-90
70000000,84049211,Cliffhanger,28.05.1993 00:00,112,6.4,102888,1993,1,0.200703014,20
44000000,183875760,The Fugitive,6.08.1993 00:00,130,7.8,226899,1993,1,3.178994545,320
20000000,77698625,Free Willy,16.07.1993 00:00,112,5.9,56085,1993,1,2.88493125,290
38000000,106614100,Indecent Proposal,7.04.1993 00:00,117,5.8,51687,1993,1,1.805634211,180
26000000,77324422,Philadelphia,14.01.1994 00:00,125,7.7,191244,1993,1,1.974016231,200
7000000,40158000,El piano,11.02.1994 00:00,121,7.6,67921,1993,1,4.736857143,470
30000000,36948322,Carlito's Way,12.11.1993 00:00,144,7.9,173380,1993,1,0.231610733,20
38000000,57319029,Sister Act 2: Back in the Habit,10.12.1993 00:00,107,5.4,39452,1993,1,0.5083955,50
57000000,58055768,Demolition Man,8.10.1993 00:00,115,6.6,133674,1993,1,0.018522246,0
42000000,20915465,Super Mario Bros.,28.05.1993 00:00,104,4,40601,1993,0,-0.502012738,-50
30000000,53898845,The Three Musketeers,12.11.1993 00:00,105,6.4,43792,1993,1,0.796628167,80
13000000,25010410,En el nombre del padre,25.02.1994 00:00,133,8.1,122973,1993,1,0.923877692,90
40000000,36300000,Sliver,21.05.1993 00:00,107,4.9,24457,1993,0,-0.0925,-10
32000000,36733909,Alive,15.01.1993 00:00,120,7.1,42086,1993,1,0.147934656,10
30000000,32200000,The Age of Innocence,1.10.1993 00:00,139,7.2,39143,1993,1,0.073333333,10
17000000,44594000,The Good Son,24.09.1993 00:00,87,6.4,30596,1993,1,1.623176471,160
15000000,68856263,Cool Runnings,1.10.1993 00:00,98,6.9,75331,1993,1,3.590417533,360
11000000,22551000,Much Ado About Nothing,2.07.1993 00:00,111,7.4,39297,1993,1,1.050090909,110
15000000,23004026,The Program,24.09.1993 00:00,112,6.4,7889,1993,1,0.533601733,50
14000000,35112679,Dragon: The Bruce Lee Story,7.05.1993 00:00,120,7,23459,1993,1,1.5080485,150
3500000,27900000,Menace II Society,26.05.1993 00:00,97,7.5,42874,1993,1,6.971428571,700
18000000,32589677,Hard Target,20.08.1993 00:00,97,6.1,37456,1993,1,0.810537611,80
25000000,10769960,Gettysburg,8.10.1993 00:00,271,7.7,22949,1993,0,-0.5692016,-60
8000000,2502551,Red Rock West,14.05.1993 00:00,98,7,16835,1993,0,-0.687181125,-70
20000000,11585483,So I Married an Axe Murderer,30.07.1993 00:00,93,6.4,29457,1993,0,-0.42072585,-40
15000000,9579068,The Dark Half,23.04.1993 00:00,122,5.9,12885,1993,0,-0.361395467,-40
3000000,15935068,Jason Goes to Hell: The Final Friday,13.08.1993 00:00,87,4.3,21333,1993,1,4.311689333,430
40000000,48197805,Wayne's World 2,10.12.1993 00:00,95,6.1,66535,1993,1,0.204945125,20
45000000,100768056,The Pelican Brief,17.12.1993 00:00,141,6.6,63850,1993,1,1.239290133,120
15000000,39100956,What's Love Got to Do with It,25.06.1993 00:00,118,7.2,14287,1993,1,1.6067304,160
40000000,102314283,In the Line of Fire,9.07.1993 00:00,128,7.2,78551,1993,1,1.557857075,160
6000000,13609396,The Crush,2.04.1993 00:00,89,5.7,12904,1993,1,1.268232667,130
15000000,20100000,Fire in the Sky,12.03.1993 00:00,109,6.5,17555,1993,1,0.34,30
900000,8556940,Leprechaun,8.01.1993 00:00,92,4.7,18654,1993,1,8.507711111,850
30000000,31160784,A Perfect World,24.11.1993 00:00,138,7.5,61676,1993,1,0.0386928,0
15000000,22954968,The Remains of the Day,19.11.1993 00:00,134,7.9,49507,1993,1,0.5303312,50
2000000,621392,Cronos,1994-05,94,6.7,21699,1993,0,-0.689304,-70
2600000,2850263,Airborne,17.09.1993 00:00,91,6.2,5414,1993,1,0.096255,10
22000000,10696210,RoboCop 3,5.11.1993 00:00,104,4,37985,1993,0,-0.513808636,-50
9000000,2395231,Kalifornia,3.09.1993 00:00,117,6.7,44601,1993,0,-0.733863222,-70
25000000,38911970,Hot Shots! Part Deux,21.05.1993 00:00,86,6.6,72228,1993,1,0.5564788,60
25000000,6265311,La casa de los espíritus,1.04.1994 00:00,140,6.9,18007,1993,0,-0.74938756,-70
10000000,53579269,Rookie of the Year,7.07.1993 00:00,103,5.9,19681,1993,1,4.3579269,440
6000000,5617391,Batman: Mask of the Phantasm,25.12.1993 00:00,76,7.9,33504,1993,0,-0.063768167,-10
35000000,63095271,Rising Sun,30.07.1993 00:00,125,6.2,37093,1993,1,0.802722029,80
14000000,27515786,Poetic Justice,23.07.1993 00:00,109,5.9,9850,1993,1,0.965413286,100
11000000,29296,Freaked,31.03.1994 00:00,86,6.3,4909,1993,0,-0.997336727,-100
35000000,18635620,Geronimo: An American Legend,10.12.1993 00:00,115,6.5,7190,1993,0,-0.467553714,-50
19000000,106658,Arizona Dream,9.09.1994 00:00,142,7.4,36250,1993,0,-0.994386421,-100
20000000,46044636,Malicia,1.10.1993 00:00,107,6.4,19410,1993,1,1.3022318,130
30000000,13275426,El cuerpo del delito,15.01.1993 00:00,99,4.4,11992,1993,0,-0.5574858,-60
14000000,1029721,The Thing Called Love,27.08.1993 00:00,116,6.3,6086,1993,0,-0.9264485,-90
15000000,53354166,Beethoven's 2nd,17.12.1993 00:00,89,4.8,20989,1993,1,2.5569444,260
35000000,4858139,Little Buddha,25.05.1994 00:00,123,6,13197,1993,0,-0.861196029,-90
12000000,6410676,Six Degrees of Separation,8.12.1993 00:00,112,6.9,17414,1993,0,-0.465777,-50
33000000,5864949,El cielo y la tierra,7.01.1994 00:00,140,6.8,11419,1993,0,-0.822274273,-80
17000000,42660000,Teenage Mutant Ninja Turtles III,19.03.1993 00:00,96,4.8,26647,1993,1,1.509411765,150
8200000,27979400,Loaded Weapon 1,5.02.1993 00:00,84,6.1,39412,1993,1,2.412121951,240
13000000,428868,Body Snatchers,28.01.1994 00:00,87,5.9,14297,1993,0,-0.967010154,-100
22000000,25842000,Shadowlands,14.01.1994 00:00,131,7.4,14238,1993,1,0.174636364,20
11000000,32861136,The Joy Luck Club,29.10.1993 00:00,139,7.6,13064,1993,1,1.987376,200
2000000,54207,Return of the Living Dead III,25.02.1994 00:00,97,5.9,11145,1993,0,-0.9728965,-100
21000000,12136938,Judgment Night,15.10.1993 00:00,110,6.6,12969,1993,0,-0.422050571,-40
1500000,418953,Killing Zoe,1994-09,96,6.5,17980,1993,0,-0.720698,-70
30000000,23798623,Striking Distance,17.09.1993 00:00,102,5.8,35484,1993,0,-0.206712567,-20
15000000,22189039,Nowhere to Run,15.01.1993 00:00,94,5.6,18494,1993,1,0.479269267,50
7500000,18899204,Untamed Heart,12.02.1993 00:00,102,6.8,10810,1993,1,1.519893867,150
30000000,10997166,For Love or Money,1.10.1993 00:00,96,6.1,10037,1993,0,-0.6334278,-60
13500000,11285588,Manhattan Murder Mystery,18.08.1993 00:00,104,7.4,30925,1993,0,-0.164030519,-20
22000000,44942695,Made in America,28.05.1993 00:00,111,4.9,12718,1993,1,1.042849773,100
11500000,3275585,Romeo Is Bleeding,4.02.1994 00:00,100,6.6,11408,1993,0,-0.715166522,-70
6500000,24103594,The Adventures of Huck Finn,2.04.1993 00:00,108,6.2,6666,1993,1,2.708245231,270
15000000,6419876,The Temp,12.02.1993 00:00,99,5.1,2554,1993,0,-0.572008267,-60
6000000,3273588,Only the Strong,27.08.1993 00:00,99,6.7,4542,1993,0,-0.454402,-50
8000000,1710000,Even Cowgirls Get the Blues,20.05.1994 00:00,95,4.3,6381,1993,0,-0.78625,-80
7000000,12741891,Weekend at Bernie's II,9.07.1993 00:00,97,4.6,11036,1993,1,0.820270143,80
9000000,14904910,Indian Summer,23.04.1993 00:00,97,6.5,4338,1993,1,0.656101111,70
13000000,6574896,Once Upon a Forest,18.06.1993 00:00,71,6.5,4131,1993,0,-0.494238769,-50
28000000,669276,The Thief and the Cobbler,25.08.1995 00:00,72,7.1,2780,1993,0,-0.976097286,-100
30000000,8023147,The Meteor Man,6.08.1993 00:00,100,5,5627,1993,0,-0.732561767,-70
14000000,31888805,Cop & ½,2.04.1993 00:00,97,3.9,7406,1993,1,1.277771786,130
3000000,3902679,Warlock: The Armageddon,24.09.1993 00:00,98,5.3,4275,1993,1,0.300893,30
8000000,1299318,King of the Hill,20.08.1993 00:00,103,7.6,6291,1993,0,-0.83758525,-80
10000000,4247162,Mr. Nanny,8.10.1993 00:00,84,3.6,7914,1993,0,-0.5752838,-60
11000000,14681661,Iron Monkey,12.10.2001 00:00,90,7.6,13830,1993,1,0.334696455,30
10500000,810455,"Faraway, So Close!",21.12.1993 00:00,144,7.3,6278,1993,0,-0.92281381,-90
18000000,1528163,Josh and S.A.M.,24.11.1993 00:00,96,5.8,1253,1993,0,-0.915102056,-90
25000000,8315975,Mr. Jones,8.10.1993 00:00,114,5.8,5931,1993,0,-0.667361,-70
10000000,18369,Deadfall,8.10.1993 00:00,98,3.7,2376,1993,0,-0.9981631,-100
11000000,16696219,Blink,26.01.1994 00:00,106,6.2,6770,1993,1,0.517838091,50
1000000,6933459,The Wedding Banquet,4.08.1993 00:00,106,7.7,11573,1993,1,5.933459,590
10000000,18272447,Sugar Hill,25.02.1994 00:00,123,5.9,3376,1993,1,0.8272447,80
6000000,12974636,Man's Best Friend,19.11.1993 00:00,87,5.1,3256,1993,1,1.162439333,120
10000000,18290000,Posse,14.05.1993 00:00,111,5.5,3422,1993,1,0.829,80
1000000,1753979,Carnosaur,21.05.1993 00:00,83,3.5,3208,1993,1,0.753979,80
14000000,8041049,Aspen Extreme,22.01.1993 00:00,113,5.8,2414,1993,0,-0.425639357,-40
12000000,5086909,Ghost in the Machine,29.12.1993 00:00,95,4.4,2839,1993,0,-0.576090917,-60
25000000,2457574,Son of the Pink Panther,27.08.1993 00:00,93,3.8,4105,1993,0,-0.90169704,-90
10000000,72495,Dangerous Game,19.11.1993 00:00,108,5.7,3022,1993,0,-0.9927505,-100
12000000,1703282,A Home of Our Own,5.11.1993 00:00,104,7.1,2416,1993,0,-0.858059833,-90
19000000,2119994,The Nutcracker,24.11.1993 00:00,92,5.8,1280,1993,0,-0.888421368,-90
11000000,1044824,Money for Nothing,10.09.1993 00:00,100,5.7,3306,1993,0,-0.905016,-90
8000000,874148,Mother's Boys,18.03.1994 00:00,96,5.4,2570,1993,0,-0.8907315,-90
11900000,48856,Maadadayo,20.03.1998 00:00,134,7.4,4081,1993,0,-0.995894454,-100
13000000,3125424,Mr. Wonderful,15.10.1993 00:00,98,5.9,2743,1993,0,-0.759582769,-80
9000000,10058318,Boiling Point,16.04.1993 00:00,92,4.9,4831,1993,1,0.117590889,10
999999,238230,Fear of a Black Hat,3.06.1994 00:00,88,7.2,3462,1993,0,-0.761769762,-80
8030000,3411885,Gunmen,4.02.1994 00:00,94,5.2,2861,1993,0,-0.575107721,-60
13000000,2570145,Calendar Girl,3.09.1993 00:00,90,5,1901,1993,0,-0.802296538,-80
2500000,764083,"Bodies, Rest & Motion",9.04.1993 00:00,95,5.6,2008,1993,0,-0.6943668,-70
1000000,2691899,Sankofa,28.05.1993 00:00,100,7.1,456,1993,1,1.691899,170
5000000,2970,Philadelphia Experiment II,4.06.1994 00:00,97,4.5,1526,1993,0,-0.999406,-100
800000,1001437,Ruby in Paradise,5.11.1993 00:00,114,7.1,2137,1993,1,0.25179625,30
25000000,28341469,The Shawshank Redemption,14.10.1994 00:00,142,9.3,1861666,1994,1,0.13365876,10
8000000,107928762,Pulp Fiction,14.10.1994 00:00,154,8.9,1456787,1994,1,12.49109525,1250
55000000,330252182,Forrest Gump,6.07.1994 00:00,142,8.8,1402876,1994,1,5.004585127,500
45000000,312900000,The Lion King,24.06.1994 00:00,88,8.5,723070,1994,1,5.953333333,600
60000000,105264608,Interview with the Vampire: The Vampire Chronicles,11.11.1994 00:00,123,7.6,255095,1994,1,0.754410133,80
30000000,121248145,Speed,10.06.1994 00:00,116,7.2,279357,1994,1,3.041604833,300
4400000,52700832,Four Weddings and a Funeral,15.04.1994 00:00,117,7.1,115440,1994,1,10.97746182,1100
18000000,119938730,The Mask,29.07.1994 00:00,101,6.9,286352,1994,1,5.663262778,570
16000000,127175354,Dumb and Dumber,16.12.1994 00:00,107,7.3,306934,1994,1,6.948459625,690
34000000,50282766,Natural Born Killers,26.08.1994 00:00,118,7.3,185627,1994,1,0.478904882,50
30000000,66638883,Legends of the Fall,13.01.1995 00:00,133,7.5,121453,1994,1,1.2212961,120
55000000,71565669,Stargate: la puerta del tiempo,28.10.1994 00:00,116,7.1,156375,1994,1,0.301193982,30
115000000,146282411,True Lies,15.07.1994 00:00,141,7.2,202934,1994,1,0.272020965,30
23000000,50693162,The Crow,13.05.1994 00:00,102,7.6,144969,1994,1,1.204050522,120
12000000,72217000,Ace Ventura: Pet Detective,4.02.1994 00:00,86,6.9,232964,1994,1,5.018083333,500
63000000,25052000,Wyatt Earp,24.06.1994 00:00,191,6.7,38101,1994,0,-0.602349206,-60
46000000,130512915,The Flintstones,27.05.1994 00:00,91,4.8,64538,1994,1,1.837237283,180
11500000,20982557,Reality Bites,18.02.1994 00:00,99,6.6,38652,1994,1,0.824570174,80
35000000,75668868,Star Trek: Generations,18.11.1994 00:00,118,6.6,64703,1994,1,1.161967657,120
18000000,5887457,Ed Wood,7.10.1994 00:00,127,7.9,149166,1994,0,-0.672919056,-70
8000000,18090181,New Nightmare,14.10.1994 00:00,112,6.4,41464,1994,1,1.261272625,130
230000,3151130,Clerks,9.11.1994 00:00,92,7.8,190615,1994,1,12.70056522,1270
45000000,22006296,Mary Shelley's Frankenstein,4.11.1994 00:00,123,6.4,44892,1994,0,-0.5109712,-50
62000000,122187717,Clear and Present Danger,3.08.1994 00:00,141,6.9,74328,1994,1,0.970769629,100
15000000,50083616,Little Women,25.12.1994 00:00,115,7.3,39288,1994,1,2.338907733,229
40000000,38087756,Ri¢hie Ri¢h,21.12.1994 00:00,95,5.3,53644,1994,0,-0.0478061,0
600000,141626,Texas Chainsaw Massacre: The Next Generation,21.10.1995 00:00,95,3.2,16202,1994,0,-0.763956667,-80
50000000,16671505,Baby's Day Out,1.07.1994 00:00,99,6,36625,1994,0,-0.6665699,-70
35000000,33423521,Street Fighter,23.12.1994 00:00,102,3.8,56055,1994,0,-0.045042257,0
20000000,19288821,Little Giants,14.10.1994 00:00,107,6.3,21057,1994,0,-0.03555895,0
5000000,3049135,Criaturas celestiales,27.03.1998 00:00,99,7.4,52852,1994,0,-0.390173,-40
8000000,8946600,In the Mouth of Madness,3.02.1995 00:00,95,7.2,47554,1994,1,0.118325,10
31000000,33683817,Nell,23.12.1994 00:00,112,6.5,23973,1994,1,0.086574742,10
45000000,92115211,The Client,20.07.1994 00:00,119,6.7,49609,1994,1,1.047004689,100
75000000,101631272,Maverick,20.05.1994 00:00,127,7,88132,1994,1,0.355083627,40
22000000,144833357,The Santa Clause,11.11.1994 00:00,97,6.4,71963,1994,1,5.583334409,560
45000000,57362581,The Specialist,7.10.1994 00:00,110,5.5,53868,1994,1,0.274724022,30
40000000,24332324,Renaissance Man,3.06.1994 00:00,128,6.1,14657,1994,0,-0.3916919,-40
27000000,44342956,El Libro de la Selva,30.12.1994 00:00,111,6,14034,1994,1,0.642331704,60
3000000,15185594,La boda de Muriel,31.03.1995 00:00,106,7.2,29720,1994,1,4.061864667,409
24000000,50236831,Angels in the Outfield,15.07.1994 00:00,102,6.1,23966,1994,1,1.093201292,110
55000000,42610000,Beverly Hills Cop III,25.05.1994 00:00,104,5.5,64891,1994,0,-0.225272727,-20
31000000,24822619,Quiz Show,7.10.1994 00:00,133,7.5,57114,1994,0,-0.199270355,-20
55000000,83015089,Disclosure,9.12.1994 00:00,128,6,39139,1994,1,0.509365255,50
70000000,65012000,Wolf,17.06.1994 00:00,125,6.2,46095,1994,0,-0.071257143,-10
30000000,51132598,Naked Gun 33 1/3: The Final Insult,18.03.1994 00:00,83,6.5,82374,1994,1,0.704419933,70
27000000,13670688,The Pagemaster,23.11.1994 00:00,80,6,17391,1994,0,-0.493678222,-50
30000000,2869369,The Hudsucker Proxy,11.03.1994 00:00,111,7.3,68649,1994,0,-0.904354367,-90
40000000,19721814,Color of Night,19.08.1994 00:00,121,5.1,19835,1994,0,-0.50695465,-50
45000000,46815748,The River Wild,30.09.1994 00:00,111,6.3,35146,1994,1,0.040349956,0
8000000,4350774,PCU,29.04.1994 00:00,79,6.6,10934,1994,0,-0.45615325,-50
25000000,22150451,Don Juan DeMarco,7.04.1995 00:00,97,6.7,43444,1994,0,-0.11398196,-10
10000000,11546543,The Legend of Drunken Master,20.10.2000 00:00,102,7.6,37144,1994,1,0.1546543,20
60000000,36763355,Junior,23.11.1994 00:00,109,4.6,56919,1994,0,-0.387277417,-40
27000000,44853581,Timecop: Policía del futuro,16.09.1994 00:00,99,5.8,47553,1994,1,0.661243741,70
20000000,9771658,The Swan Princess,18.11.1994 00:00,100,6.4,18972,1994,0,-0.5114171,-50
3500000,16036534,Above the Rim,23.03.1994 00:00,96,6.6,11508,1994,1,3.581866857,360
18000000,11300653,Ready to Wear,25.12.1994 00:00,133,5,12985,1994,0,-0.372185944,-40
2500000,6138485,The Last Seduction,26.10.1994 00:00,110,7.1,17307,1994,1,1.455394,150
50000000,38590500,On Deadly Ground,18.02.1994 00:00,101,4.4,19210,1994,0,-0.22819,-20
25000000,6841570,Exit to Eden,14.10.1994 00:00,113,4.1,5798,1994,0,-0.7263372,-70
7400000,7690013,Surviving the Game,15.04.1994 00:00,96,6.1,8846,1994,1,0.039190946,0
2500000,2881508,Shallow Grave,10.02.1995 00:00,89,7.3,49100,1994,1,0.1526032,20
14000000,13640000,Crooklyn,13.05.1994 00:00,115,6.9,6583,1994,0,-0.025714286,0
16000000,3359465,Blue Sky,16.09.1994 00:00,101,6.4,5683,1994,0,-0.790033438,-80
12000000,8914777,The Next Karate Kid,9.09.1994 00:00,107,4.3,20024,1994,0,-0.257101917,-30
50000000,30155037,Blown Away,1.07.1994 00:00,121,6.2,24421,1994,0,-0.39689926,-40
28000000,11373501,Pulgarcita,30.03.1994 00:00,100,6.4,12483,1994,0,-0.593803536,-60
25000000,32055248,The Shadow,1.07.1994 00:00,108,6,19958,1994,1,0.28220992,30
20000000,13383737,Bullets Over Broadway,24.02.1995 00:00,98,7.5,31237,1994,0,-0.33081315,-30
13000000,7881335,Serial Mom,13.04.1994 00:00,95,6.7,22529,1994,0,-0.393743462,-40
40000000,7138449,North,22.07.1994 00:00,87,4.4,11852,1994,0,-0.821538775,-80
20000000,15340000,No Escape,29.04.1994 00:00,118,6.1,16576,1994,0,-0.233,-20
3000000,21848932,Il Postino,22.03.1996 00:00,108,7.7,27999,1994,1,6.282977333,630
20000000,39487686,Nobody's Fool,13.01.1995 00:00,110,7.4,15759,1994,1,0.9743843,100
3500000,8094616,Fresh,2.09.1994 00:00,114,7.6,10327,1994,1,1.312747429,130
25000000,6507514,The Road to Wellville,28.10.1994 00:00,118,5.8,10226,1994,0,-0.73969944,-70
11000000,11439193,The Ref,11.03.1994 00:00,96,6.9,20548,1994,1,0.039926636,0
7000000,19604000,8 Seconds,25.02.1994 00:00,105,6.5,4037,1994,1,1.800571429,180
6200000,126247,Police Academy: Mission to Moscow,26.08.1994 00:00,83,3.3,26638,1994,0,-0.979637581,-100
10000000,29392418,A Low Down Dirty Shame,23.11.1994 00:00,100,5.9,4331,1994,1,1.9392418,190
