,budget,gross,name,released,runtime,score,votes,year,isprofit,profitability_ratio,profitability_ratio_bucket,id,imdb_id,original_title,popularity,title,year_released,budget_norm,runtime_norm,score_norm,votes_norm,popularity_norm
586,60000000,106600000,GoldenEye,17.11.1995 00:00,130,7.2,209588,1995,1,0.776666667,80,710,tt0113189,GoldenEye,14.686036,GoldenEye,1995,1.3966327129700833,1.7624148731246057,1.129673863919253,2.830751083929858,1.9123333270950702
587,45000000,20302961,Showgirls,22.09.1995 00:00,128,4.7,53325,1995,0,-0.548823089,-50,10802,tt0114436,Showgirls,17.502375,Showgirls,1995,0.7394191234352407,1.6204737890487884,-1.8458336975494625,0.02079632312440698,2.6842072282649867
588,50000000,100328194,Casper,26.05.1995 00:00,100,6.0,94596,1995,1,1.00656388,100,8839,tt0112642,Casper,12.812539,Casper,1995,0.958490319946855,-0.36670138801265284,-0.2985697655857307,0.762940291518728,1.3988640898263556
589,2500000,5535405,Before Sunrise,27.01.1995 00:00,101,8.1,207167,1995,1,1.214162,120,76,tt0112471,Before Sunrise,11.304979,Before Sunrise,1995,-1.1226860469134798,-0.29573084597474425,2.2008565860479896,2.78721614299112,0.9856871894433696
590,18000000,70454098,Mortal Kombat,18.08.1995 00:00,101,5.8,87007,1995,1,2.914116556,290,9312,tt0113855,Mortal Kombat,10.870138,Mortal Kombat,1995,-0.4435653377274758,-0.29573084597474425,-0.5366103705032281,0.6264732668247661,0.8665103364229675
591,20000000,7564000,Hackers,15.09.1995 00:00,107,6.2,57821,1995,0,-0.6218,-60,10428,tt0113243,Hackers,14.810519,Hackers,1995,-0.3559368591228302,0.13009240625270743,-0.06052916066823322,0.10164435883715606,1.946450377222677
592,10000000,25588750,Billy Madison,10.02.1995 00:00,89,6.4,112423,1995,1,1.558875,160,11017,tt0112508,Billy Madison,6.638116,Billy Madison,1995,-0.7940792521460586,-1.1473773504296476,0.1775114442492642,1.0835092267169437,-0.2933597399339307
593,50000000,81022101,Congo,9.06.1995 00:00,109,5.1,36705,1995,1,0.62044202,60,10329,tt0112715,Congo,7.260574,Congo,1995,0.958490319946855,0.2720334903285247,-1.3697524877144687,-0.278068079354661,-0.12276270428785847
594,30250000,72077000,Get Shorty,20.10.1995 00:00,105,6.9,66364,1995,1,1.382710744,140,8012,tt0113161,Get Shorty,12.669608,Get Shorty,1995,0.09315909372597891,-0.011848677823109785,0.7726129565430073,0.2552664160199887,1.3596909971808622
595,62000000,65000000,The American President,17.11.1995 00:00,114,6.8,45293,1995,1,0.048387097,0,9087,tt0112346,The American President,6.318445,The American President,1995,1.484261191574729,0.6268862005180678,0.653592654084258,-0.12363682252612697,-0.3809719563116071
596,25000000,4064333,Tank Girl,31.03.1995 00:00,104,5.3,26302,1995,0,-0.83742668,-80,9067,tt0114614,Tank Girl,7.602087,Tank Girl,1995,-0.136865662611216,-0.0828192198610184,-1.1317118827969712,-0.4651370552264868,-0.02916425196722468
597,9500000,30862146,Powder,27.10.1995 00:00,111,6.6,25582,1995,1,2.248646947,220,12665,tt0114168,Powder,12.133094,Powder,1995,-0.8159863717972199,0.41397457440434193,0.4155520491667606,-0.47808424955770995,1.2126486296916228
598,35000000,60074103,Species,7.07.1995 00:00,108,5.8,64667,1995,1,0.716402943,70,9348,tt0114508,Species,13.492845,Species,1995,0.30127673041201236,0.20106294829061605,-0.5366103705032281,0.22475059826986962,1.585315524191786
599,7000000,25625110,Desperado,25.08.1995 00:00,104,7.2,147918,1995,1,2.66073,270,8068,tt0112851,Desperado,6.950458,Desperado,1995,-0.925521970053027,-0.0828192198610184,1.129673863919253,1.7217879250318966,-0.20775618225170073
600,42000000,7919000,Strange Days,13.10.1995 00:00,145,7.2,57697,1995,0,-0.811452381,-80,281,tt0114558,Strange Days,11.223055,Strange Days,1995,0.6079764055282723,2.826973003693235,1.129673863919253,0.09941456425788985,0.963234282503032
601,30000000,108385533,Ace Ventura: When Nature Calls,10.11.1995 00:00,90,6.3,172305,1995,1,2.6128511,260,9273,tt0112281,Ace Ventura: When Nature Calls,8.205448,Ace Ventura: When Nature Calls,1995,0.0822055339003982,-1.076406808391739,0.058491141790514976,2.1603201863590344,0.13619886976058648
602,4000000,4301331,Four Rooms,25.12.1995 00:00,98,6.7,83723,1995,1,0.07533275,10,5,tt0113101,Four Rooms,9.026586,Four Rooms,1995,-1.0569646879599954,-0.5086424720884701,0.5345723516255099,0.5674196749029093,0.36124812393732514
603,70000000,34693481,Judge Dredd,30.06.1995 00:00,96,5.5,95091,1995,0,-0.504378843,-50,9482,tt0113492,Judge Dredd,8.184815,Judge Dredd,1995,1.8347751059933117,-0.6505835561642873,-0.8936712778794738,0.7718414876214439,0.13054398439244047
604,12000000,46576136,The Brady Bunch Movie,17.02.1995 00:00,90,5.9,18224,1995,1,2.881344667,290,9066,tt0112572,The Brady Bunch Movie,4.233092,The Brady Bunch Movie,1995,-0.7064507735414128,-1.076406808391739,-0.41759006804447885,-0.6103973827370711,-0.9525045578295306
605,11000000,39387284,Dead Man Walking,2.02.1996 00:00,122,7.6,77349,1995,1,2.580662182,260,687,tt0112818,Dead Man Walking,6.891317,Dead Man Walking,1996,-0.7502650128437357,1.1946505368213367,1.6057550737542468,0.4528010406428865,-0.22396495342203576
606,25000000,69870000,Grumpier Old Men,22.12.1995 00:00,101,6.6,20718,1995,1,1.7948,180,15602,tt0113228,Grumpier Old Men,11.7129,Grumpier Old Men,1995,-0.136865662611216,-0.29573084597474425,0.4155520491667606,-0.565549740150862,1.0974860792926149
607,20000000,32051917,Copycat,27.10.1995 00:00,123,6.6,45066,1995,1,0.60259585,60,1710,tt0112722,Copycat,10.701801,Copycat,1995,-0.3559368591228302,1.2656210788592452,0.4155520491667606,-0.12771878518333205,0.820374222517205
608,15000000,37804616,Mighty Morphin Power Rangers: The Movie,30.06.1995 00:00,95,5.1,21647,1995,1,1.520307733,150,9070,tt0113820,Mighty Morphin Power Rangers: The Movie,7.024227,Mighty Morphin Power Rangers: The Movie,1995,-0.5750080556344443,-0.721554098202196,-1.3697524877144687,-0.5488442630207143,-0.18753831578910402
609,50000000,67823573,Outbreak,10.03.1995 00:00,127,6.6,95549,1995,1,0.35647146,40,6950,tt0114069,Outbreak,13.676444,Outbreak,1995,0.958490319946855,1.5495032470108798,0.4155520491667606,0.7800773417932497,1.6356344937408689
610,9000000,1037847,Dead Man,10.05.1996 00:00,121,7.7,77407,1995,0,-0.884683667,-90,922,tt0112817,Dead Man,6.505272,Dead Man,1996,-0.8378934914483813,1.123679994783428,1.724775376212996,0.4538440090751239,-0.3297682889498754
611,53000000,91400000,Crimson Tide,12.05.1995 00:00,116,7.3,86579,1995,1,0.724528302,70,8963,tt0112740,Crimson Tide,8.657365,Crimson Tide,1995,1.0899330378538234,0.7688272845938849,1.2486941663780011,0.6187768790834278,0.2600557413215047
612,24000000,71516617,The Bridges of Madison County,2.06.1995 00:00,135,7.6,58975,1995,1,1.979859042,200,688,tt0112579,The Bridges of Madison County,5.951077,The Bridges of Madison County,1995,-0.1806799019135388,2.1172675833141485,1.6057550737542468,0.12239583419581096,-0.48165648730201327
613,23000000,84919401,Dangerous Minds,11.08.1995 00:00,99,6.4,40880,1995,1,2.69214787,270,9909,tt0112792,Dangerous Minds,9.481338,Dangerous Minds,1995,-0.22449414121586164,-0.4376719300505615,0.1775114442492642,-0.2029923344479156,0.48588198381883124
614,20000000,21284514,To Die For,6.10.1995 00:00,106,6.8,36974,1995,1,0.0642257,10,577,tt0114681,To Die For,10.448481,To Die For,1995,-0.3559368591228302,0.05912186421479883,0.653592654084258,-0.27323086369480126,0.750946821680742
615,6000000,2122561,Mallrats,20.10.1995 00:00,94,7.2,103484,1995,0,-0.646239833,-60,2293,tt0113749,Mallrats,8.25547,Mallrats,1995,-0.9693362093553498,-0.7925246402401046,1.129673863919253,0.9227662126519384,0.1499083970171851
616,5000000,15116634,Halloween: The Curse of Michael Myers,29.09.1995 00:00,87,5.0,22890,1995,1,2.0233268,200,10987,tt0113253,Halloween: The Curse of Michael Myers,8.768288,Halloween: The Curse of Michael Myers,1995,-1.0131504486576728,-1.289318434505465,-1.4887727901732168,-0.5264923705850054,0.29045640286809776
617,60000000,50024083,Under Siege 2: Dark Territory,14.07.1995 00:00,100,5.4,38220,1995,0,-0.166265283,-20,3512,tt0114781,Under Siege 2: Dark Territory,7.490247,Under Siege 2: Dark Territory,1995,1.3966327129700833,-0.36670138801265284,-1.012691580338222,-0.2508250246160456,-0.05981623566195864
618,25000000,19076000,Johnny Mnemonic,26.05.1995 00:00,100,5.6,58885,1995,0,-0.23696,-20,9886,tt0113481,Johnny Mnemonic,11.715868,Johnny Mnemonic,1995,-0.136865662611216,-0.36670138801265284,-0.7746509754207256,0.12077743490440807,1.0982995189171318
619,20000000,50012507,A Walk in the Clouds,11.08.1995 00:00,102,6.7,26520,1995,1,1.50062535,150,9560,tt0114887,A Walk in the Clouds,9.715639,A Walk in the Clouds,1995,-0.3559368591228302,-0.22476030393683563,0.5345723516255099,-0.461216932498422,0.5500968481934725
620,15000000,6700000,Mighty Aphrodite,10.11.1995 00:00,95,7.1,33697,1995,0,-0.553333333,-60,11448,tt0113819,Mighty Aphrodite,15.899134,Mighty Aphrodite,1995,-0.5750080556344443,-0.721554098202196,1.0106535614605037,-0.3321585801162156,2.244807040579641
621,50000000,30306268,Assassins,6.10.1995 00:00,132,6.3,67317,1995,0,-0.39387464,-40,9691,tt0112401,Assassins,11.065939,Assassins,1995,0.958490319946855,1.9043559572004227,0.058491141790514976,0.27240346629451045,0.9201735075550543
622,28000000,31600000,Rob Roy,14.04.1995 00:00,139,6.9,36234,1995,1,0.128571429,10,11780,tt0114287,Rob Roy,10.193549,Rob Roy,1995,-0.005422944704247473,2.401149751465783,0.7726129565430073,-0.28653770231300285,0.6810776200778641
623,55000000,37600435,First Knight,7.07.1995 00:00,134,5.9,59052,1995,0,-0.316355727,-30,6520,tt0113071,First Knight,15.178338,First Knight,1995,1.1775615164584692,2.0462970412762402,-0.41759006804447885,0.12378046470067788,2.0472585137624963
624,98000000,10017322,Cutthroat Island,22.12.1995 00:00,124,5.6,22527,1995,0,-0.897782429,-90,1408,tt0112760,Cutthroat Island,7.284477,Cutthroat Island,1995,3.061573806458351,1.336591620897154,-0.7746509754207256,-0.5330199143936638,-0.11621161016898134
625,13000000,21088568,Tales from the Crypt: Demon Knight,13.01.1995 00:00,92,6.7,17728,1995,1,0.622197538,60,9059,tt0114608,Tales from the Crypt: Demon Knight,9.455342,Tales from the Crypt: Demon Knight,1995,-0.66263653423909,-0.9344657243159218,0.5345723516255099,-0.6193165610541359,0.4787572612854954
626,10000000,24200000,Dead Presidents,6.10.1995 00:00,119,6.8,16395,1995,1,1.42,140,11443,tt0112819,Dead Presidents,9.87957,Dead Presidents,1995,-0.7940792521460586,0.9817389107076109,0.653592654084258,-0.6432868527812478,0.5950254098803593
627,45000000,35617599,The Indian in the Cupboard,14.07.1995 00:00,96,5.9,22044,1995,0,-0.2084978,-20,11359,tt0113419,The Indian in the Cupboard,10.673296,The Indian in the Cupboard,1995,0.7394191234352407,-0.6505835561642873,-0.41759006804447885,-0.5417053239241927,0.8125618584683999
628,23000000,82569971,Mr. Holland's Opus,19.01.1996 00:00,143,7.3,31602,1995,1,2.589998739,260,2054,tt0113862,Mr. Holland's Opus,7.137117,Mr. Holland's Opus,1996,-0.22449414121586164,2.6850319196174177,1.2486941663780011,-0.3698313191772052,-0.15659855864230032
629,20000000,19751736,Vampire in Brooklyn,27.10.1995 00:00,100,4.5,18359,1995,0,-0.0124132,0,12158,tt0114825,Vampire in Brooklyn,9.071127,Vampire in Brooklyn,1995,-0.3559368591228302,-0.36670138801265284,-2.0838743024669597,-0.6079697837999668,0.37345547377412025
630,15000000,13406717,A Kid in King Arthur's Court,11.08.1995 00:00,89,4.8,4897,1995,0,-0.106218867,-10,37108,tt0113538,A Kid in King Arthur's Court,5.874511,A Kid in King Arthur's Court,1995,-0.5750080556344443,-1.1473773504296476,-1.7268133950907143,-0.850046353365142,-0.5026409274269327
631,8000000,16115878,The Prophecy,1.09.1995 00:00,98,6.6,25657,1995,1,1.01448475,100,11980,tt0114194,The Prophecy,10.187623,The Prophecy,1995,-0.8817077307507042,-0.5086424720884701,0.4155520491667606,-0.4767355834815409,0.6794534815283736
632,30000000,76594000,Father of the Bride Part II,8.12.1995 00:00,106,5.9,28658,1995,1,1.553133333,160,11862,tt0113041,Father of the Bride Part II,8.387519,Father of the Bride Part II,1995,0.0822055339003982,0.05912186421479883,-0.41759006804447885,-0.42277095822042876,0.1860990604194194
633,6500000,9685976,The Baby-Sitters Club,18.08.1995 00:00,94,5.7,4594,1995,1,0.490150154,50,48287,tt0112435,The Baby-Sitters Club,2.15805,The Baby-Sitters Club,1995,-0.9474290897041885,-0.7925246402401046,-0.6556306729619763,-0.8554949643128651,-1.5212112240481301
634,8000000,339889,Total Eclipse,3.11.1995 00:00,111,6.6,11309,1995,0,-0.957513875,-100,36834,tt0114702,Total Eclipse,4.546552,Total Eclipse,1995,-0.8817077307507042,0.41397457440434193,0.4155520491667606,-0.7347443949598602,-0.866594589938335
635,30000000,24048000,Virtuosity,4.08.1995 00:00,106,5.6,24720,1995,0,-0.1984,-20,9271,tt0114857,Virtuosity,5.188399,Virtuosity,1995,0.0822055339003982,0.05912186421479883,-0.7746509754207256,-0.4935849183264799,-0.6906836119473306
636,50000000,9795017,Jade,13.10.1995 00:00,95,5.2,9815,1995,0,-0.80409966,-80,11863,tt0113451,Jade,11.418917,Jade,1995,0.958490319946855,-0.721554098202196,-1.2507321852557194,-0.7616098231971483,1.0169141719023345
637,12000000,17725500,The Big Green,29.09.1995 00:00,100,5.5,7500,1995,1,0.477125,50,26441,tt0112499,The Big Green,5.982764,The Big Green,1995,-0.7064507735414128,-0.36670138801265284,-0.8936712778794738,-0.8032386494149005,-0.47297203265845944
638,12000000,13293081,Lord of Illusions,25.08.1995 00:00,109,6.0,11887,1995,1,0.10775675,10,8973,tt0113690,Lord of Illusions,4.102409,Lord of Illusions,1995,-0.7064507735414128,0.2720334903285247,-0.2985697655857307,-0.7243506750661839,-0.9883208416741205
639,16000000,67052156,Waiting to Exhale,22.12.1995 00:00,124,5.7,7977,1995,1,3.19075975,320,31357,tt0114885,Waiting to Exhale,3.859495,Waiting to Exhale,1995,-0.5311938163321215,1.336591620897154,-0.6556306729619763,-0.7946611331704652,-1.0548962705655958
640,35000000,20350171,Sudden Death,22.12.1995 00:00,111,5.7,27472,1995,0,-0.418566543,-40,9091,tt0114576,Sudden Death,5.23158,Sudden Death,1995,0.30127673041201236,0.41397457440434193,-0.6556306729619763,-0.44409786443824917,-0.6788489972484546
641,25000000,13040603,Clockers,13.09.1995 00:00,128,6.9,17650,1995,0,-0.47837588,-50,20649,tt0112688,Clockers,4.558992,Clockers,1995,-0.136865662611216,1.6204737890487884,0.7726129565430073,-0.6207191737733518,-0.8631851597061955
642,7000000,529766,Things to Do in Denver When You're Dead,1.12.1995 00:00,115,6.8,23358,1995,0,-0.924319143,-90,400,tt0114660,Things to Do in Denver When You're Dead,4.486179,Things to Do in Denver When You're Dead,1995,-0.925521970053027,0.6978567425559764,0.653592654084258,-0.5180766942697104,-0.8831410152924317
643,11000000,178104,Canadian Bacon,22.09.1995 00:00,91,5.9,14286,1995,0,-0.983808727,-100,1775,tt0109370,Canadian Bacon,5.391556,Canadian Bacon,1995,-0.7502650128437357,-1.0054362663538303,-0.41759006804447885,-0.6812113428431222,-0.6350043822310302
644,5500000,11079373,My Family,3.05.1995 00:00,128,7.3,3222,1995,1,1.014431455,100,38722,tt0113896,My Family,3.121288,My Family,1995,-0.9912433290065112,1.6204737890487884,1.2486941663780011,-0.8801665623995848,-1.2572166293579643
645,500000,1148752,Living in Oblivion,21.07.1995 00:00,90,7.6,13615,1995,1,1.297504,130,9071,tt0113677,Living in Oblivion,10.058329,Living in Oblivion,1995,-1.2103145255181254,-1.076406808391739,1.6057550737542468,-0.6932774086712482,0.6440178808503789
646,7000000,8349430,Smoke,9.06.1995 00:00,112,7.4,29466,1995,1,0.192775714,20,10149,tt0114478,Smoke,5.552946,Smoke,1995,-0.925521970053027,0.4849451164422505,1.3677144688367504,-0.40824132902650057,-0.5907722322981516
647,27000000,16030096,Devil in a Blue Dress,29.09.1995 00:00,102,6.7,14406,1995,0,-0.406292741,-40,8512,tt0112857,Devil in a Blue Dress,4.646132,Devil in a Blue Dress,1995,-0.04923718400657031,-0.22476030393683563,0.5345723516255099,-0.6790534771212517,-0.8393027038839573
648,9000000,832910,The Crossing Guard,16.11.1995 00:00,111,6.3,11262,1995,0,-0.907454444,-90,27526,tt0112744,The Crossing Guard,5.756462,The Crossing Guard,1995,-0.8378934914483813,0.41397457440434193,0.058491141790514976,-0.7355895590342595,-0.5349946114682386
649,68000000,35324232,Money Train,22.11.1995 00:00,110,5.6,34091,1995,0,-0.480526,-50,11517,tt0113845,Money Train,7.337906,Money Train,1995,1.747146627388666,0.3430040323664333,-0.7746509754207256,-0.32507358766274064,-0.10156832657790521
650,33000000,8169363,Nick of Time,22.11.1995 00:00,90,6.3,34436,1995,0,-0.752443545,-80,2086,tt0113972,Nick of Time,6.848591,Nick of Time,1995,0.2136482518073667,-1.076406808391739,0.058491141790514976,-0.3188697237123629,-0.23567486629168174
651,6000000,11797927,Tales from the Hood,24.05.1995 00:00,98,6.2,5082,1995,1,0.966321167,100,25066,tt0114609,Tales from the Hood,2.86007,Tales from the Hood,1995,-0.9693362093553498,-0.5086424720884701,-0.06052916066823322,-0.8467196437105916,-1.3288086346938999
652,17000000,7603766,Losing Isaiah,17.03.1995 00:00,111,6.4,4713,1995,0,-0.552719647,-60,28313,tt0113691,Losing Isaiah,7.698526,Losing Isaiah,1995,-0.48737957702979867,0.41397457440434193,0.1775114442492642,-0.8533550808053435,-0.00273321963946668
653,21000000,23450000,Boys on the Side,3.02.1995 00:00,115,6.4,10182,1995,1,0.116666667,10,9382,tt0112571,Boys on the Side,3.030309,Boys on the Side,1995,-0.3121226198205073,0.6978567425559764,0.1775114442492642,-0.7550103505310942,-1.28215123973496
654,32000000,8247627,Tall Tale,24.03.1995 00:00,98,5.9,2814,1995,0,-0.742261656,-70,41841,tt0111359,Tall Tale,1.283015,Tall Tale,1995,0.16983401250504387,-0.5086424720884701,-0.41759006804447885,-0.8875033058539447,-1.7610320265545818
655,7000000,3760515,White Man's Burden,1.12.1995 00:00,89,5.2,4197,1995,0,-0.462783571,-50,31611,tt0114928,White Man's Burden,1.834099,White Man's Burden,1995,-0.925521970053027,-1.1473773504296476,-1.2507321852557194,-0.8626339034093868,-1.6099964598304333
656,2000000,1275999,Blue in the Face,13.10.1995 00:00,83,6.7,8035,1995,0,-0.3620005,-40,5894,tt0112541,Blue in the Face,11.528147,Blue in the Face,1995,-1.1445931665646412,-1.5732006026570993,0.5345723516255099,-0.7936181647382278,1.0468508330162096
657,10500000,26325256,Houseguest,6.01.1995 00:00,113,5.9,4716,1995,1,1.507167238,150,17207,tt0110066,Houseguest,2.688562,Houseguest,1995,-0.7721721324948971,0.5559156584801591,-0.41759006804447885,-0.8533011341622968,-1.375813824424912
658,15000000,12201255,Hideaway,3.03.1995 00:00,106,5.3,5398,1995,0,-0.186583,-20,27303,tt0113303,Hideaway,8.182165,Hideaway,1995,-0.5750080556344443,0.05912186421479883,-1.1317118827969712,-0.8410372639763326,0.12981769901340728
659,6400000,6849998,Never Talk to Strangers,20.10.1995 00:00,86,5.1,5483,1995,1,0.070312188,10,48781,tt0113965,Never Talk to Strangers,7.506958,Never Talk to Strangers,1995,-0.9518105136344207,-1.3602889765433734,-1.3697524877144687,-0.8395087757566743,-0.05523625265478145
660,8000000,2763020,Dr. Jekyll and Ms. Hyde,25.08.1995 00:00,100,4.4,2379,1995,0,-0.6546225,-70,37019,tt0112895,Dr. Jekyll and Ms. Hyde,1.341723,Dr. Jekyll and Ms. Hyde,1995,-0.8817077307507042,-0.36670138801265284,-2.202894604925708,-0.8953255690957252,-1.7449419276744813
661,14000000,2474000,Jefferson in Paris,31.03.1995 00:00,139,5.7,2535,1995,0,-0.823285714,-80,87729,tt0113463,Jefferson in Paris,1.596058,Jefferson in Paris,1995,-0.6188222949367672,2.401149751465783,-0.6556306729619763,-0.8925203436572936,-1.675236345834351
662,5000000,3565508,New Jersey Drive,19.04.1995 00:00,98,6.7,2341,1995,0,-0.2868984,-30,39310,tt0113967,New Jersey Drive,0.629955,New Jersey Drive,1995,-1.0131504486576728,-0.5086424720884701,0.5345723516255099,-0.8960088932409843,-1.9400161509437357
663,4000000,258195,An Awfully Big Adventure,21.07.1995 00:00,112,6.0,2273,1995,0,-0.93545125,-90,22279,tt0112427,An Awfully Big Adventure,0.922958,An Awfully Big Adventure,1995,-1.0569646879599954,0.4849451164422505,-0.2985697655857307,-0.8972316838167109,-1.85971283210872
664,23000000,5750110,Beyond Rangoon,25.08.1995 00:00,100,6.6,4306,1995,0,-0.749995217,-70,1873,tt0112495,Beyond Rangoon,2.04189,Beyond Rangoon,1995,-0.22449414121586164,-0.36670138801265284,0.4155520491667606,-0.8606738420453544,-1.5530471899456653
665,3000000,294991,Rumpelstiltskin,24.11.1995 00:00,87,4.4,1935,1995,0,-0.901669667,-90,28229,tt0114306,Rumpelstiltskin,1.279968,Rumpelstiltskin,1995,-1.1007789272623183,-1.289318434505465,-2.202894604925708,-0.9033096722666463,-1.7618671177054925
666,11000000,2832826,The Perez Family,12.05.1995 00:00,100,6.1,1847,1995,0,-0.742470364,-70,63020,tt0114113,The Perez Family,1.433544,The Perez Family,1995,-0.7502650128437357,-0.36670138801265284,-0.17954946312698247,-0.9048921071293513,-1.719776550395921
667,6000000,5093707,Top Dog,28.04.1995 00:00,86,4.1,2629,1995,0,-0.151048833,-20,36278,tt0114697,Top Dog,1.557791,Top Dog,1995,-0.9693362093553498,-1.3602889765433734,-2.5599555123019546,-0.890830015508495,-1.6857241807775412
668,2000000,1204430,Mute Witness,15.09.1995 00:00,95,6.8,4634,1995,0,-0.397785,-40,48787,tt0110604,Mute Witness,2.466066,Mute Witness,1995,-1.1445931665646412,-0.721554098202196,0.653592654084258,-0.8547756757389083,-1.436793292988427
669,8000000,493007,The Grass Harp,11.10.1996 00:00,107,7.2,3093,1995,0,-0.938374125,-90,46732,tt0113211,The Grass Harp,0.365418,The Grass Harp,1996,-0.8817077307507042,0.13009240625270743,1.129673863919253,-0.8824862680505956,-2.012517794458166
670,19000000,25753840,From Dusk Till Dawn,19.01.1996 00:00,108,7.3,236890,1996,1,0.355465263,40,755,tt0116367,From Dusk Till Dawn,15.339153,From Dusk Till Dawn,1996,-0.399751098425153,0.20106294829061605,1.2486941663780011,3.321701500084101,2.0913330734716222
671,14500000,46351345,Romeo + Juliet,1.11.1996 00:00,120,6.8,180239,1996,1,2.196644483,220,454,tt0117509,Romeo + Juliet,11.774061,Romeo + Juliet,1996,-0.5969151752856058,1.0527094527455194,0.653592654084258,2.302991075003374,1.114248471770741
672,12000000,38624000,Happy Gilmore,16.02.1996 00:00,92,7.0,166846,1996,1,2.218666667,220,9614,tt0116483,Happy Gilmore,9.592265,Happy Gilmore,1996,-0.7064507735414128,-0.9344657243159218,0.8916332590017555,2.0621552782282744,0.5162837416452418
673,44000000,49100000,Sleepers,18.10.1996 00:00,147,7.6,163662,1996,1,0.115909091,10,819,tt0117665,Sleepers,9.198283,Sleepers,1996,0.6956048841329179,2.968914087769052,1.6057550737542468,2.0048999077413097,0.40830511288971016
674,15000000,24881000,The Craft,3.05.1996 00:00,101,6.3,62195,1996,1,0.658733333,70,9100,tt0115963,The Craft,12.860385,The Craft,1996,-0.5750080556344443,-0.29573084597474425,0.058491141790514976,0.18029856439933678,1.4119772408622846
675,30000000,56116183,Primal Fear,3.04.1996 00:00,129,7.7,144847,1996,1,0.870539433,90,1592,tt0117381,Primal Fear,10.326213,Primal Fear,1996,0.0822055339003982,1.691444331086697,1.724775376212996,1.6665645447663602,0.7174368365020248
676,80000000,90463534,Space Jam,15.11.1996 00:00,88,6.3,124368,1996,1,0.130794175,10,2300,tt0117705,Space Jam,11.054251,Space Jam,1996,2.27291749901654,-1.2183478924675561,0.058491141790514976,1.2983067771148058,0.9169701779285876
677,40000000,108766007,A Time to Kill,24.07.1996 00:00,149,7.4,108790,1996,1,1.719150175,170,1645,tt0117913,A Time to Kill,13.309013,A Time to Kill,1996,0.5203479269236265,3.1108551718448694,1.3677144688367504,1.0181798419873136,1.5349326963433387
678,70000000,37771017,Mars Attacks!,13.12.1996 00:00,106,6.3,183327,1996,0,-0.460414043,-50,75,tt0116996,Mars Attacks!,15.63424,Mars Attacks!,1996,1.8347751059933117,0.05912186421479883,0.058491141790514976,2.3585201529128423,2.1722075540915076
679,4000000,16675000,Hellraiser: Bloodline,8.03.1996 00:00,85,5.1,15579,1996,1,3.16875,320,8766,tt0116514,Hellraiser: Bloodline,5.263187,Hellraiser: Bloodline,1996,-1.0569646879599954,-1.4312595185812822,-1.3697524877144687,-0.6579603396899673,-0.670186468201249
680,36000000,20191312,The People vs. Larry Flynt,10.01.1997 00:00,129,7.3,76047,1996,0,-0.439130222,-40,1630,tt0117318,The People vs. Larry Flynt,9.178371,The People vs. Larry Flynt,1997,0.3450909697143352,1.691444331086697,1.2486941663780011,0.42938819756059127,0.4028478319586521
681,31000000,124060553,The Birdcage,8.03.1996 00:00,117,7.0,66577,1996,1,3.001953323,300,11000,tt0115685,The Birdcage,6.49968,The Birdcage,1996,0.12601977320272104,0.8397978266317936,0.8916332590017555,0.25909662767630887,-0.3313008881346121
682,25000000,7340103,The Crucible,27.11.1996 00:00,124,6.8,30726,1996,0,-0.70639588,-70,20539,tt0115988,The Crucible,9.412825,The Crucible,1996,-0.136865662611216,1.336591620897154,0.653592654084258,-0.38558373894686004,0.46710462903630895
683,26000000,25809813,That Thing You Do!,4.10.1996 00:00,108,6.9,53448,1996,0,-0.007314885,0,9591,tt0117887,That Thing You Do!,8.685761,That Thing You Do!,1996,-0.09305142330889314,0.20106294829061605,0.7726129565430073,0.02300813548932427,0.2678382317452854
684,55000000,56569216,Executive Decision,15.03.1996 00:00,133,6.4,43393,1996,1,0.0285312,0,2320,tt0116253,Executive Decision,13.106291,Executive Decision,1996,1.1775615164584692,1.9753264992383315,0.1775114442492642,-0.15780302978907698,1.4793726870571813
685,45000000,53854588,Tin Cup,16.08.1996 00:00,135,6.3,40040,1996,1,0.196768622,20,10478,tt0117918,Tin Cup,6.24966,Tin Cup,1996,0.7394191234352407,2.1172675833141485,0.058491141790514976,-0.2180973945010093,-0.399823858121713
686,7000000,560069,Bottle Rocket,21.02.1996 00:00,91,7.1,58644,1996,0,-0.919990143,-90,13685,tt0115734,Bottle Rocket,6.904831,Bottle Rocket,1996,-0.925521970053027,-1.0054362663538303,1.0106535614605037,0.11644372124631809,-0.22026117205892215
687,15000000,26757000,Bio-Dome,12.01.1996 00:00,88,4.4,22728,1996,1,0.7838,80,9536,tt0115683,Bio-Dome,6.387469,Bio-Dome,1996,-0.5750080556344443,-1.2183478924675561,-2.202894604925708,-0.5294054893095307,-0.3620545517824105
688,75000000,136189294,101 Dalmatians,27.11.1996 00:00,103,5.7,81872,1996,1,0.815857253,80,11674,tt0115433,101 Dalmatians,11.470748,101 Dalmatians,1996,2.0538463025049256,-0.153789761898927,-0.6556306729619763,0.5341345961430565,1.031119491706356
689,27000000,24944213,Kingpin,26.07.1996 00:00,113,6.9,67115,1996,0,-0.076140259,-10,11543,tt0116778,Kingpin,11.633347,Kingpin,1996,-0.04923718400657031,0.5559156584801591,0.7726129565430073,0.2687710589960284,1.0756829922140458
